region,industry,n_firms,beta,de_ratio,tax_rate,unlevered_beta,unlevered_beta_cash,as_of
Global,Paper/Forest Products,271,0.8886903362780022,0.7808078248889015,0.1250668142375533,0.561496719765989,0.6106540110372702,2026-01-05
Global,Power,486,0.713095834385215,0.858657624884019,0.17860633840608242,0.4345982448906888,0.45529282820391004,2026-01-05
Global,Precious Metals,777,1.3975027216705875,0.09055723216993652,0.05111634044564177,1.309034428081994,1.3739381911113473,2026-01-05
Global,Publishing & Newspapers,307,0.8166280629364139,0.27988908403246954,0.15033744769855703,0.6755238208023111,0.7787889630268272,2026-01-05
Global,R.E.I.T.,643,0.5649158041768807,0.8007445430582508,0.03972064845574495,0.35360374403773404,0.3617107801017127,2026-01-05
Global,Real Estate (Development),895,0.9255963509212772,1.9118433428437633,0.14520460702373283,0.38140474606401226,0.4459430094478332,2026-01-05
Global,Real Estate (General/Diversified),312,0.9278510967823941,0.8855910470521566,0.1428570535355463,0.5586379819840572,0.5976415577929464,2026-01-05
Global,Real Estate (Operations & Services),752,0.7817615978661525,0.8250235343665596,0.14271538235755496,0.4838486781679157,0.5141243820700275,2026-01-05
Global,Recreation,332,1.0063798615892963,0.3336766048658676,0.14766314238957798,0.8057337473201284,0.8899705656165486,2026-01-05
Global,Reinsurance,32,0.9894656018903776,0.20279572440844443,0.1774437521312097,0.8593986654855044,0.9526677446916421,2026-01-05
Global,Restaurant/Dining,410,0.7547042188005285,0.2601403000064184,0.1521225770596238,0.6320050485381618,0.6606263564759781,2026-01-05
Global,Retail (Automotive),212,0.8345533783845093,0.527485319407323,0.16931673041612924,0.5988203756771432,0.6298056345182907,2026-01-05
Global,Retail (Building Supply),121,0.9448886263181572,0.2595179795427864,0.1843887301146109,0.7915773048262033,0.8046541261441439,2026-01-05
Global,Retail (Distributors),1079,0.8135943038880372,0.4833561690752768,0.1748253846722432,0.5979107360036378,0.6427870354354531,2026-01-05
Global,Retail (General),252,0.9825458040668552,0.13044547060633102,0.17673882300840116,0.8953793243235615,0.9372779491064982,2026-01-05
Global,Retail (Grocery and Food),215,0.8735269236418004,0.45961164256362147,0.2080925358647144,0.6504256220517943,0.6905168684866784,2026-01-05
Global,Retail (REITs),113,0.6078154093364273,0.7113264128682715,0.0682137936717401,0.39704104696291403,0.4073102020389581,2026-01-05
Global,Retail (Special Lines),649,0.9604159304469734,0.1836495038779235,0.16921245549418756,0.8446501826704906,0.9036386392039154,2026-01-05
Global,Rubber& Tires,91,0.9407597331040694,0.44120677461461894,0.18036518549125957,0.7077252038858357,0.7807467415051133,2026-01-05
Global,Semiconductor,675,1.8767658886551528,0.04125298692135482,0.08455188140183831,1.8207114554678527,1.8688970322549403,2026-01-05
Global,Semiconductor Equip,391,2.1257667102617472,0.05609079090864195,0.1218586972637093,2.0403562602103698,2.117251565837131,2026-01-05
Global,Shipbuilding & Marine,359,0.8743989647644601,0.4169437731135859,0.1506234132703901,0.6668869843365539,0.7871248113700747,2026-01-05
Global,Shoe,84,0.9183732849112812,0.14294017958392172,0.15070819946543648,0.82984818722974,0.8938187049899886,2026-01-05
Global,Software (Entertainment),298,1.2464073160794664,0.03136994094591206,0.10873135194453112,1.217894711745312,1.2346330983114904,2026-01-05
Global,Software (Internet),150,1.3921316886176907,0.10012495240544944,0.11324917800182623,1.2953396942447053,1.3370400063421872,2026-01-05
Global,Software (System & Application),1532,1.3539552694451324,0.058356095044611936,0.09035165721298412,1.297449832337703,1.3309502549413545,2026-01-05
Global,Steel,719,1.1288582378500207,0.4733555833912187,0.1454820371476613,0.8341736548649583,0.929347814691143,2026-01-05
Global,Telecom (Wireless),101,0.7824176683719886,0.49967519812786204,0.17669932539189387,0.5698982714970884,0.6028420822440717,2026-01-05
Global,Telecom. Equipment,437,1.3279185095980879,0.09624938101189369,0.08268900800414042,1.2389253691334448,1.2979321307103502,2026-01-05
Global,Telecom. Services,283,0.7289777763741335,0.7318091840259973,0.15396096284202662,0.4714795824263344,0.49625571682046693,2026-01-05
Global,Tobacco,48,0.4272798643267071,0.2366201258396629,0.20130112886956675,0.36315114833403855,0.3743139650447623,2026-01-05
Global,Transportation,451,0.9638627393739637,0.5346982882783899,0.17587506667665864,0.6889431792910944,0.7474630967654462,2026-01-05
Global,Transportation (Railroads),54,0.7199789317393676,0.4744128747096817,0.24190399027694123,0.5317208598212859,0.5543601703442842,2026-01-05
Global,Trucking,130,0.8497807821021479,0.39874516502446133,0.20028822566740423,0.6548948651035325,0.6772463794887177,2026-01-05
Global,Utility (General),52,0.5038591187475229,0.7622819820690094,0.1853773565541158,0.3211562210936009,0.3343806185124047,2026-01-05
Global,Utility (Water),106,0.7045959106451266,0.9127189532318376,0.16090003578998832,0.41911240306872116,0.44533853048776256,2026-01-05
